identifier,section,parameter,value
K.wmsk_07_05_09gewerbeDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_09gewerbeDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_09gewerbeDEN
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_09gewerbeDEN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ebenen,Strategische Lärmkarte L_DEN (Tag-Abend-Nacht-Lärmindex) Straßen-/U-Bahnverkehr
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ebenen,Straßen-/oberirdisches U-Bahnnetz
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_03strubahnDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_03strubahnDEN
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_03strubahnDEN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,Strategische Lärmkarte L_DEN (Tag-Abend-Nacht-Lärmindex) Straßenverkehr
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,Sonstiges untersuchtes Straßennetz
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,BAB und Bundesstraßen
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_01str_vbusDEN@senstadt,Strat. Lärmkarte L_DEN (Tag-Abend-Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_01str_vbusDEN
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_01str_vbusDEN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Kurzbeschreibung,"Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012. Datenstand Flughafen Schönefeld: 2010, Flughafen Berlin-Tegel: 2015."
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Ebenen,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr (UA)
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_08flugN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Flugverkehr 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_08flugN
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_08flugN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Ebenen,Strategische Lärmkarte L_N (Nacht-Lärmindex) Industrie und Gewerbe
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_10gewerbeN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Industrie und Gewerbe 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_10gewerbeN
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_10gewerbeN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ebenen,Strategische Lärmkarte L_N (Nacht-Lärmindex) Straßen-/U-Bahnverkehr
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Ebenen,Straßen-/oberirdisches U-Bahnnetz
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_04strubahnN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßen-/U-Bahnverkehr 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_04strubahnN
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_04strubahnN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,Strategische Lärmkarte L_N (Nacht-Lärmindex) Straßenverkehr
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,Sonstiges untersuchtes Straßennetz
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Ebenen,BAB und Bundesstraßen
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_02str_vbusN@senstadt,Strat. Lärmkarte L_N (Nacht-Index) Straßenverkehr 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk_07_05_02str_vbusN
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Standard,WMS
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Version,1.0.0
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Version,1.1.0
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Version,1.1.1
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Version,1.3.0
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk_07_05_02str_vbusN@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Kurzbeschreibung,"Versiegelung von Block-, Blockteilflächen in 10% Stufen, ermittelt aus Satellitenbilddaten (Sentinel-2A, unbebauter Anteil) und Gebäudedaten (bebauter Anteil) auf Grundlage der Blockkarte 1 : 5.000 (ISU5), Sachstand 2016."
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Ebenen,Versiegelung
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk01_02versieg2016@senstadt,Versiegelung 2016 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk01_02versieg2016
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Standard,WMS
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Version,1.0.0
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Version,1.1.0
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Version,1.1.1
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Version,1.3.0
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk01_02versieg2016@senstadt,Technische Angaben,Grafikformate,image/png
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Kurzbeschreibung,"Diese Rasterkarte ist ein unkorrigiertes Zwischenergebnis der Versiegelungskartierung (Umweltatlas, 01.02. Ausgabe 2017). Dargestellt ist das Ergebnis der regelbasierten Klassifizierung der Satellitendaten (Sentinel-2A-Szene Mai 2016)."
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Ebenen,Versiegelung
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk01_02versieg_raster2016@senstadt,"Versiegelung 2016 (unkorrigierte Versiegelungsgrade, Rasterdaten)",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/wmsk01_02versieg_raster2016
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Standard,WMS
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Version,1.0.0
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Version,1.1.0
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Version,1.1.1
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Version,1.3.0
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Operationen,GetCapabilities
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Operationen,GetMap
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.wmsk01_02versieg_raster2016@senstadt,Technische Angaben,Grafikformate,image/png
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Kurzbeschreibung,"Dargestellt ist die geografische Verteilung des Auftretens von Fischarten, zusammengefasst in Gittereinheiten. Sie sind durch Attribute des INSPIRE-Datenmodells ""Verteilung der Arten"" beschrieben."
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Koordinatensysteme,"EPSG:3035, EPSG:4258, EPSG:25833"
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ausdehnung,"EPSG:3035: 4530000, 3240000, 4589307,15, 3309981,44"
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ausdehnung,"EPSG:4258: 13,06, 52,23, 13,98, 52,83"
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ausdehnung,"EPSG:25833: 367502,84, 5788410,47, 431495,42, 5854114,27"
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Rhodeus Amarus
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Carassius Gibelio
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Gobio Gobio
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Osmerus Eperlanus
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Esox Lucius
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Anguilla Anguilla
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Carassius Carassius
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Lampetra Planeri
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Cyprinus Carpio
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Leuciscus Idus
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Abramis Brama
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Leuciscus Cephalus
K.SD_Fische@senstadt,Verteilung der Arten im INSPIRE-Datenmodell (Fischfauna),Ebenen,Artenverteilung von Abramis Bjoerkna
